team,id,win,champions
red,4685892151,True,"['Sett', 'Gragas', 'Galio', ""Kai'Sa"", 'Soraka']"
blue,4677687537,True,"['Garen', 'Twitch', 'Katarina', 'Ezreal', 'Lulu']"
red,4677687537,False,"['Jax', 'Kayn', ""Kog'Maw"", 'Jhin', 'Soraka']"
blue,4676258784,False,"['Volibear', 'Graves', 'Syndra', 'Ashe', 'Pyke']"
red,4676258784,True,"['Tryndamere', 'Kled', 'Ahri', ""Kai'Sa"", 'Soraka']"
blue,4670817087,True,"['Malphite', 'Evelynn', 'Kassadin', 'Yasuo', 'Soraka']"
red,4670817087,False,"['Wukong', 'Fiddlesticks', 'Talon', 'Vayne', 'Nautilus']"
blue,4670178538,False,"['Urgot', 'Lee Sin', 'Kassadin', 'Ziggs', 'Senna']"
red,4670178538,True,"['Warwick', 'Kayn', 'Katarina', 'Vayne', 'Soraka']"
blue,4669958151,False,"['Renekton', 'Fiddlesticks', 'Yasuo', 'Ezreal', 'Senna']"
red,4669958151,True,"['Darius', 'Warwick', 'Twisted Fate', 'Vayne', 'Soraka']"
blue,4669320441,False,"['Hecarim', 'Ekko', 'Karthus', 'Caitlyn', 'Morgana']"
red,4669320441,True,"['Ornn', 'Xin Zhao', 'Galio', 'Twitch', 'Yuumi']"
blue,4668869364,False,"['Sion', 'Sylas', 'Yasuo', 'Sivir', 'Bard']"
red,4668869364,True,"['Shen', 'Trundle', 'Qiyana', 'Ezreal', 'Thresh']"
blue,4666786129,True,"['Wukong', 'Elise', 'Zed', 'Vayne', 'Nami']"
red,4666786129,False,"['Jayce', 'Kayn', 'Lux', 'Ezreal', 'Taric']"
blue,4666719763,False,"['Gragas', 'Lee Sin', 'Veigar', 'Caitlyn', 'Alistar']"
red,4666719763,True,"['Darius', 'Zac', 'Ekko', 'Vayne', 'Soraka']"
blue,4666703141,False,"['Ornn', 'Olaf', 'Ekko', 'Ezreal', 'Xerath']"
red,4666703141,True,"['Karma', 'Elise', 'Twisted Fate', 'Varus', 'Zilean']"
blue,4666503524,False,"['Sett', 'Shaco', 'Qiyana', 'Yasuo', 'Xerath']"
red,4666503524,True,"['Malphite', 'Jarvan IV', 'Orianna', 'Twitch', 'Soraka']"
blue,4664619568,False,"['Camille', 'Kayn', 'Heimerdinger', 'Vayne', 'Yuumi']"
red,4664619568,True,"['Jayce', 'Graves', 'Orianna', 'Twitch', 'Soraka']"
blue,4664227480,False,"['Singed', 'Master Yi', ""Vel'Koz"", 'Ashe', 'Lulu']"
red,4664227480,True,"['Shen', ""Kha'Zix"", 'Karma', 'Ezreal', 'Soraka']"
blue,4661725677,False,"[""Cho'Gath"", 'Sett', 'Twisted Fate', 'Draven', 'Swain']"
red,4661725677,True,"['Mordekaiser', 'Jax', 'Zoe', 'Caitlyn', 'Yuumi']"
blue,4660126720,False,"['Garen', 'Olaf', 'Vladimir', ""Kai'Sa"", 'Pyke']"
red,4660126720,True,"['Urgot', 'Zac', ""Vel'Koz"", 'Lucian', 'Yuumi']"
blue,4660057067,False,"['Renekton', 'Fiddlesticks', ""Vel'Koz"", 'Miss Fortune', 'Braum']"
red,4660057067,True,"['Darius', 'Amumu', 'Lux', 'Draven', 'Leona']"
blue,4659962489,False,"['Jayce', 'Shyvana', 'Syndra', 'Taric', 'Senna']"
red,4659962489,True,"['Irelia', 'Kayn', 'Kassadin', 'Aphelios', 'Karma']"
blue,4659837268,False,"['Zed', 'Kayn', 'Mordekaiser', 'Ezreal', 'Karma']"
red,4659837268,True,"['Gangplank', 'Nunu & Willump', 'Vladimir', 'Aphelios', 'Lulu']"
blue,4659842277,True,"['Mordekaiser', 'Kayn', 'Zed', 'Aphelios', 'Nautilus']"
red,4659842277,False,"['Gragas', ""Kha'Zix"", 'Ekko', 'Ezreal', 'Janna']"
blue,4659699177,False,"['Darius', 'Hecarim', 'Diana', 'Yasuo', 'Lulu']"
red,4659699177,True,"['Camille', 'Elise', 'Zed', 'Kled', 'Senna']"
blue,4657778861,True,"['Camille', 'Nunu & Willump', 'Zed', ""Kai'Sa"", 'Lulu']"
red,4657778861,False,"['Fiora', 'Shaco', 'Neeko', 'Veigar', 'Tahm Kench']"
blue,4657449093,False,"['Shen', 'Nidalee', 'Zed', 'Aphelios', 'Lulu']"
red,4657449093,True,"['Nasus', 'Gragas', 'Heimerdinger', ""Kog'Maw"", 'Soraka']"
blue,4657461931,True,"['Irelia', 'Zac', 'Zed', 'Syndra', 'Swain']"
red,4657461931,False,"['Shen', 'Vi', 'Xerath', 'Veigar', 'Janna']"
blue,4657116118,False,"['Fiora', 'Nidalee', 'Galio', 'Tristana', 'Nami']"
red,4657116118,True,"['Renekton', 'Hecarim', 'Zed', 'Kled', 'Karma']"
blue,4656820546,True,"['Camille', 'Ekko', 'Zed', 'Twitch', 'Lulu']"
red,4656820546,False,"['Fiora', 'Fiddlesticks', 'Vladimir', 'Ezreal', 'Senna']"
blue,4656545476,True,"['Ekko', ""Kha'Zix"", 'Sett', 'Xayah', 'Yuumi']"
red,4656545476,False,"['Cassiopeia', 'Warwick', 'Zed', ""Kog'Maw"", 'Lulu']"
blue,4655979239,False,"['Akali', 'Vi', 'Yasuo', 'Lucian', 'Sett']"
red,4655979239,True,"['Zed', 'Shyvana', 'Irelia', ""Kai'Sa"", 'Pyke']"
blue,4654904542,False,"['Malphite', 'Graves', 'Mordekaiser', 'Tristana', 'Lux']"
red,4654904542,True,"['Shen', 'Vi', 'Zed', 'Jhin', 'Karma']"
blue,4654753166,True,"['Sion', 'Hecarim', 'Ahri', 'Jhin', 'Swain']"
red,4654753166,False,"['Shyvana', 'Qiyana', 'Heimerdinger', 'Varus', 'Pyke']"
blue,4654060883,True,"['Kennen', 'Warwick', 'Zilean', 'Lucian', 'Braum']"
red,4654060883,False,"['Maokai', 'Nidalee', ""Vel'Koz"", 'Aphelios', 'Bard']"
blue,4653724661,True,"['Mordekaiser', 'Hecarim', 'Zed', 'Ezreal', 'Nami']"
red,4653724661,False,"['Maokai', 'Lee Sin', 'Xerath', 'Aphelios', 'Senna']"
blue,4652223087,True,"['Shen', 'Shyvana', 'Zed', 'Ezreal', 'Pyke']"
red,4652223087,False,"['Mordekaiser', 'Jax', 'Cassiopeia', 'Caitlyn', 'Bard']"
blue,4652106403,True,"['Riven', 'Shaco', 'Talon', ""Kai'Sa"", 'Bard']"
red,4652106403,False,"['Poppy', 'Lee Sin', 'Ezreal', 'Syndra', 'Thresh']"
blue,4650719001,False,"['Gnar', 'Fiddlesticks', ""Vel'Koz"", 'Vayne', 'Janna']"
red,4650719001,True,"['Maokai', 'Dr. Mundo', 'Katarina', 'Ezreal', 'Xerath']"
blue,4648249220,True,"['Yorick', 'Ivern', 'Katarina', ""Kai'Sa"", 'Leona']"
red,4648249220,False,"['Hecarim', 'Sejuani', 'Cassiopeia', 'Ezreal', 'Pyke']"
blue,4646038319,False,"['Fiora', 'Lee Sin', 'Fizz', 'Varus', 'Lulu']"
red,4646038319,True,"['Poppy', 'Sejuani', ""Vel'Koz"", 'Tristana', 'Nami']"
blue,4645094653,True,"['Sett', 'Kayn', ""Vel'Koz"", 'Ezreal', 'Thresh']"
red,4645094653,False,"['Aatrox', 'Volibear', 'Syndra', 'Senna', 'Yuumi']"
blue,4643712225,True,"['Kayle', ""Kha'Zix"", 'Viktor', 'Lucian', 'Volibear']"
red,4643712225,False,"['Shen', 'Lee Sin', 'Zoe', 'Vayne', 'Lulu']"
blue,4641230135,False,"['Volibear', 'Jarvan IV', 'Xerath', 'Varus', 'Morgana']"
red,4641230135,True,"['Kayn', 'Trundle', 'LeBlanc', 'Tristana', 'Pyke']"
blue,4638464490,False,"['Ahri', 'Gragas', 'Yasuo', 'Ezreal', 'Lulu']"
red,4638464490,True,"['Nasus', 'Fiddlesticks', 'Aatrox', ""Kai'Sa"", 'Senna']"
blue,4630543171,True,"['Singed', 'Kayn', 'Kassadin', 'Caitlyn', 'Morgana']"
red,4630543171,False,"['Darius', 'Graves', 'Pantheon', 'Kled', 'Malphite']"
blue,4630230319,True,"['Teemo', 'Jarvan IV', 'Zed', 'Lucian', 'Pyke']"
red,4630230319,False,"['Nasus', 'Nunu & Willump', ""Vel'Koz"", 'Ezreal', 'Bard']"
blue,4630015121,False,"['Volibear', 'Evelynn', 'Ryze', 'Miss Fortune', 'Lulu']"
red,4630015121,True,"['Quinn', 'Zac', 'Orianna', 'Lucian', 'Pyke']"
blue,4629287949,True,"['Fiora', 'Rammus', 'Tryndamere', 'Cassiopeia', 'Nami']"
red,4629287949,False,"[""Cho'Gath"", 'Zac', 'Ekko', 'Yasuo', 'Janna']"
blue,4628641753,True,"['Jax', 'Fiddlesticks', 'Zed', 'Yasuo', 'Lulu']"
red,4628641753,False,"['Malphite', 'Sett', 'Karma', 'Lucian', 'Nautilus']"
blue,4628416184,False,"['Fiora', 'Sejuani', 'Yasuo', 'Varus', 'Blitzcrank']"
red,4628416184,True,"['Irelia', 'Jarvan IV', 'Katarina', 'Jinx', 'Lulu']"
blue,4628315551,False,"['Soraka', 'Udyr', 'Fizz', 'Kalista', 'Sett']"
red,4628315551,True,"['Yorick', 'Nidalee', 'Zed', 'Ezreal', 'Maokai']"
blue,4627308542,True,"['Cassiopeia', 'Sejuani', 'Zed', 'Ezreal', 'Soraka']"
red,4627308542,False,"['Irelia', 'Zac', ""Vel'Koz"", 'Draven', 'Shaco']"
blue,4627292740,True,"['Kayle', 'Kayn', 'Corki', 'Irelia', 'Lulu']"
red,4627292740,False,"['Jax', 'Olaf', ""Vel'Koz"", ""Kai'Sa"", 'Pyke']"
blue,4626433683,False,"['Shen', 'Volibear', 'Kassadin', 'Ashe', 'Pyke']"
red,4626433683,True,"['Sion', 'Evelynn', 'Fizz', 'Varus', 'Janna']"
blue,4626246977,True,"['Akali', ""Rek'Sai"", 'Kassadin', 'Tristana', 'Soraka']"
red,4626246977,False,"['Darius', 'Nidalee', 'Syndra', 'Kalista', 'Blitzcrank']"
blue,4626250662,True,"['Fiora', 'Nidalee', 'Kayn', 'Jhin', 'Soraka']"
red,4626250662,False,"['Ornn', 'Zac', 'Twisted Fate', 'Kled', 'Karma']"
blue,4626117783,False,"['Shen', 'Shyvana', 'Twisted Fate', 'Twitch', 'Nautilus']"
red,4626117783,True,"['Garen', 'Kayn', 'Xerath', 'Lucian', 'Pyke']"
blue,4626120857,False,"['Twisted Fate', ""Kha'Zix"", 'Mordekaiser', 'Varus', 'Morgana']"
red,4626120857,True,"['Teemo', ""Rek'Sai"", 'Diana', 'Caitlyn', 'Janna']"
blue,4625876412,True,"['Darius', 'Lee Sin', 'Qiyana', 'Morgana', 'Zoe']"
red,4625876412,False,"['Kled', 'Kayn', 'Mordekaiser', 'Jhin', 'Pyke']"
blue,4625055394,False,"['Renekton', 'Kayn', 'Zilean', 'Vayne', 'Janna']"
red,4625055394,True,"['Aatrox', 'Rengar', 'Ezreal', 'Aphelios', 'Veigar']"
blue,4623283959,True,"['Ornn', 'Fiddlesticks', 'Graves', 'Lucian', 'Janna']"
red,4623283959,False,"['Akali', 'Ivern', 'Zed', 'Varus', 'Sett']"
blue,4622629637,True,"['Kled', 'Ekko', ""Vel'Koz"", 'Vayne', 'Janna']"
red,4622629637,False,"['Rengar', 'Fiddlesticks', 'Xerath', 'Kalista', 'Yuumi']"
blue,4622641719,True,"['Malphite', 'Kayn', 'Azir', 'Miss Fortune', ""Vel'Koz""]"
red,4622641719,False,"['Darius', 'Zac', 'Ekko', 'Sivir', 'Yuumi']"
blue,4616628733,False,"['Maokai', 'Kayn', 'Syndra', 'Lucian', 'Yuumi']"
red,4616628733,True,"['Ornn', 'Ivern', 'Talon', ""Kog'Maw"", 'Lulu']"
blue,4615600105,False,"['Nasus', 'Lee Sin', 'Ekko', 'Jhin', 'Zilean']"
red,4615600105,True,"['Vladimir', ""Kha'Zix"", 'Talon', ""Kai'Sa"", 'Soraka']"
blue,4615435031,False,"['Urgot', 'Sylas', 'Neeko', 'Sivir', 'Blitzcrank']"
red,4615435031,True,"['Mordekaiser', 'Graves', 'Camille', ""Kai'Sa"", 'Soraka']"
blue,4614280931,True,"['Fiora', 'Skarner', 'Ryze', 'Jinx', 'Lulu']"
red,4614280931,False,"['Jax', ""Kha'Zix"", 'Veigar', ""Vel'Koz"", 'Yuumi']"
blue,4613547267,False,"['Shen', 'Sejuani', 'Talon', 'Ziggs', 'Pyke']"
red,4613547267,True,"['Gragas', 'Shaco', 'Cassiopeia', 'Jhin', 'Lulu']"
blue,4613487083,False,"[""Vel'Koz"", 'Fiddlesticks', 'Kennen', 'Aphelios', 'Lulu']"
red,4613487083,True,"['Renekton', 'Nidalee', 'Katarina', 'Ezreal', 'Bard']"
blue,4612476226,False,"['Aatrox', 'Nidalee', ""Vel'Koz"", 'Varus', 'Nautilus']"
red,4612476226,True,"['Urgot', 'Fiddlesticks', 'Kassadin', 'Vayne', 'Yuumi']"
blue,4612193152,False,"['Shen', ""Kha'Zix"", 'Zoe', 'Caitlyn', 'Nami']"
red,4612193152,True,"['Renekton', 'Kayn', 'Zed', ""Kai'Sa"", 'Janna']"
blue,4611417900,False,"['Pantheon', 'Warwick', 'Zoe', 'Draven', 'Janna']"
red,4611417900,True,"['Mordekaiser', ""Kha'Zix"", 'Ahri', 'Ezreal', 'Soraka']"
blue,4611335957,True,"['Tryndamere', 'Lee Sin', 'Zoe', 'Ezreal', 'Galio']"
red,4611335957,False,"[""Cho'Gath"", 'Wukong', 'Jayce', 'Jhin', 'Nautilus']"
blue,4610513191,True,"['Renekton', 'Evelynn', 'Diana', 'Ezreal', 'Yuumi']"
red,4610513191,False,"['Sion', 'Ekko', 'Yasuo', 'Draven', 'Pyke']"
blue,4610464093,True,"['Sett', 'Lee Sin', 'Ekko', 'Jhin', 'Senna']"
red,4610464093,False,"['Sion', 'Rengar', 'Twisted Fate', 'Ezreal', 'Soraka']"
blue,4610387106,False,"['Nasus', 'Jarvan IV', 'Zilean', 'Ashe', 'Sett']"
red,4610387106,True,"['Akali', 'Elise', 'Zed', 'Varus', 'Lux']"
blue,4609484562,False,"['Aatrox', 'Evelynn', 'Orianna', 'Ezreal', 'Yuumi']"
red,4609484562,True,"['Volibear', 'Fiddlesticks', 'Vladimir', 'Heimerdinger', 'Pyke']"
blue,4608353491,False,"['Ornn', ""Rek'Sai"", 'Ekko', 'Veigar', 'Pyke']"
red,4608353491,True,"['Garen', 'Zac', 'Karma', 'Vayne', 'Janna']"
blue,4608266377,True,"['Gnar', 'Nidalee', 'Twisted Fate', 'Tristana', 'Yuumi']"
red,4608266377,False,"['Sett', 'Kayn', 'Ekko', 'Lucian', 'Morgana']"
blue,4608179699,False,"['Ornn', 'Lee Sin', 'Zed', 'Varus', 'Thresh']"
red,4608179699,True,"['Maokai', 'Ekko', 'Pyke', 'Ezreal', 'Brand']"
blue,4607516239,False,"['Riven', 'Trundle', 'Lissandra', ""Kai'Sa"", 'Lulu']"
red,4607516239,True,"['Fiora', 'Fiddlesticks', 'Ekko', 'Tristana', 'Janna']"
blue,4607491144,False,"['Lissandra', 'Shaco', 'Qiyana', ""Kai'Sa"", 'Taric']"
red,4607491144,True,"[""Cho'Gath"", ""Rek'Sai"", 'Zoe', 'Lucian', 'Lulu']"
blue,4607247630,False,"['Sion', 'Fiddlesticks', 'Volibear', 'Heimerdinger', 'Soraka']"
red,4607247630,True,"['Kled', 'Lee Sin', 'Azir', 'Pyke', 'Lux']"
blue,4607131743,False,"['Karma', 'Master Yi', 'Vladimir', 'Caitlyn', 'Morgana']"
red,4607131743,True,"['Kennen', 'Graves', 'Talon', 'Jinx', 'Lulu']"
blue,4606846674,False,"['Garen', 'Nocturne', 'Sylas', 'Ezreal', 'Karma']"
red,4606846674,True,"[""Vel'Koz"", 'Ekko', 'Zed', 'Aphelios', 'Nautilus']"
blue,4606682142,True,"['Ornn', 'Trundle', 'Zed', 'Veigar', 'Nami']"
red,4606682142,False,"['Darius', 'Zac', 'Neeko', 'Ashe', 'Janna']"
blue,4606128244,False,"['Maokai', 'Lee Sin', 'Vladimir', 'Caitlyn', 'Soraka']"
red,4606128244,True,"['Sett', 'Ekko', 'Aurelion Sol', 'Vayne', 'Janna']"
blue,4605820361,True,"['Camille', 'Volibear', 'Zilean', 'Jhin', 'Thresh']"
red,4605820361,False,"['Sylas', 'Ekko', 'Zed', ""Kai'Sa"", 'Lulu']"
blue,4605261515,True,"['Nasus', 'Gragas', 'Yasuo', 'Ezreal', 'Bard']"
red,4605261515,False,"['Tryndamere', 'Shyvana', 'Renekton', 'Tristana', 'Soraka']"
blue,4605141702,True,"['Malphite', ""Kha'Zix"", 'Orianna', 'Varus', 'Yuumi']"
red,4605141702,False,"['Darius', 'Elise', 'Camille', 'Syndra', 'Brand']"
blue,4604910560,True,"['Riven', 'Shaco', 'Yasuo', 'Ezreal', 'Yuumi']"
red,4604910560,False,"['Camille', 'Evelynn', 'Aurelion Sol', 'Ashe', 'Nautilus']"
blue,4604779458,True,"['Malphite', 'Udyr', 'Taliyah', 'Ezreal', 'Yuumi']"
red,4604779458,False,"['Gnar', 'Fiddlesticks', 'Zoe', 'Aphelios', 'Soraka']"
blue,4604692943,False,"['Malphite', 'Rammus', 'Yasuo', 'Xayah', 'Senna']"
red,4604692943,True,"['Sylas', 'Graves', 'Aurelion Sol', 'Caitlyn', 'Morgana']"
blue,4603698913,True,"['Cassiopeia', ""Rek'Sai"", 'Rumble', 'Aphelios', 'Yuumi']"
red,4603698913,False,"['Darius', 'Jarvan IV', 'Yasuo', 'Draven', 'Braum']"
blue,4602330911,True,"['Malphite', 'Master Yi', 'Taric', 'Lucian', 'Lulu']"
red,4602330911,False,"['Irelia', 'Rammus', 'Syndra', 'Aphelios', 'Soraka']"
blue,4601445731,False,"['Kled', 'Kayn', 'Syndra', 'Ezreal', 'Karma']"
red,4601445731,True,"['Tryndamere', ""Kha'Zix"", 'Viktor', ""Kai'Sa"", 'Yuumi']"
blue,4599159453,True,"['Ornn', 'Shaco', 'Galio', 'Twitch', 'Soraka']"
red,4599159453,False,"['Malphite', 'Rengar', 'Irelia', 'Miss Fortune', 'Lulu']"
blue,4597547040,True,"['Garen', 'Ekko', 'Yasuo', 'Vayne', 'Lulu']"
red,4597547040,False,"['Ornn', 'Kindred', 'Syndra', 'Ezreal', 'Rakan']"
blue,4597032492,False,"['Darius', 'Fiddlesticks', 'Syndra', 'Ezreal', 'Bard']"
red,4597032492,True,"['Wukong', 'Rengar', 'Sylas', 'Aphelios', 'Soraka']"
blue,4595335667,True,"['Sion', 'Gragas', 'Lucian', 'Xerath', 'Yuumi']"
red,4595335667,False,"['Maokai', 'Volibear', 'Fizz', 'Caitlyn', 'Lux']"
blue,4594004897,True,"['Mordekaiser', ""Kha'Zix"", 'Lux', ""Kai'Sa"", 'Soraka']"
red,4594004897,False,"['Fiora', 'Sejuani', 'Zed', 'Caitlyn', 'Bard']"
blue,4593859139,True,"['Gragas', 'Kayn', 'Yasuo', 'Pyke', 'Senna']"
red,4593859139,False,"['Fiora', 'Lee Sin', 'Vladimir', 'Miss Fortune', 'Yuumi']"
blue,4593852383,False,"['Mordekaiser', 'Lee Sin', ""Vel'Koz"", 'Vayne', 'Lulu']"
red,4593852383,True,"['Fiora', 'Jax', 'Syndra', 'Miss Fortune', 'Pyke']"
blue,4593210993,False,"['Sion', 'Fiddlesticks', 'Sylas', 'Ashe', 'Bard']"
red,4593210993,True,"['Ziggs', 'Shaco', 'Mordekaiser', ""Kai'Sa"", 'Lulu']"
blue,4592767049,True,"['Sett', ""Kha'Zix"", 'Malzahar', 'Taliyah', 'Pyke']"
red,4592767049,False,"['Darius', 'Kayn', 'Fizz', 'Aphelios', 'Lulu']"
blue,4592677093,False,"['Vayne', ""Rek'Sai"", 'Katarina', ""Kai'Sa"", 'Lulu']"
red,4592677093,True,"['Urgot', 'Ekko', 'Yasuo', 'Syndra', 'Thresh']"
blue,4592600807,False,"['Karma', 'Hecarim', 'Kassadin', 'Lucian', 'Janna']"
red,4592600807,True,"['Maokai', 'Olaf', 'Tryndamere', 'Varus', 'Galio']"
blue,4592477815,True,"['Mordekaiser', 'Hecarim', 'Zed', ""Kog'Maw"", 'Lulu']"
red,4592477815,False,"['Sion', 'Kayn', 'Syndra', 'Varus', 'Karma']"
blue,4592320098,False,"['Fiora', 'Sejuani', 'Syndra', 'Jinx', 'Nautilus']"
red,4592320098,True,"['Gangplank', 'Evelynn', 'Pyke', 'Caitlyn', 'Yuumi']"
blue,4591570145,True,"['Zac', 'Elise', 'Syndra', 'Vayne', 'Yuumi']"
red,4591570145,False,"['Urgot', ""Kha'Zix"", 'Xerath', 'Jinx', 'Lulu']"
blue,4591412885,False,"['Zac', 'Elise', 'Yasuo', ""Kai'Sa"", 'Yuumi']"
red,4591412885,True,"['Pantheon', 'Rengar', 'Mordekaiser', 'Caitlyn', 'Bard']"
blue,4590284367,True,"['Gangplank', 'Aatrox', 'Ryze', 'Ezreal', 'Nami']"
red,4590284367,False,"['Vladimir', 'Jarvan IV', 'Corki', 'Xayah', 'Rakan']"
blue,4589654910,True,"['Zed', 'Zac', 'Corki', 'Jhin', 'Miss Fortune']"
red,4589654910,False,"['Malphite', 'Graves', 'Irelia', 'Caitlyn', 'Janna']"
blue,4588326139,True,"['Shen', 'Zac', 'Lissandra', 'Draven', 'Janna']"
red,4588326139,False,"['Jax', 'Ekko', 'Sylas', 'Xayah', 'Yuumi']"
blue,4588278222,True,"['Gragas', 'Kayn', 'Zed', 'Vayne', 'Janna']"
red,4588278222,False,"['Renekton', 'Elise', 'Ziggs', 'Ezreal', 'Yuumi']"
blue,4588028670,True,"['Gangplank', 'Elise', 'Anivia', 'Varus', 'Janna']"
red,4588028670,False,"['Zed', 'Lee Sin', 'Graves', 'Swain', 'Morgana']"
blue,4587978991,True,"['Karma', ""Rek'Sai"", 'Kassadin', 'Varus', 'Janna']"
red,4587978991,False,"['Nasus', 'Ekko', 'Yasuo', 'Xayah', 'Rakan']"
blue,4587889877,True,"['Jax', 'Jarvan IV', 'Yasuo', ""Kai'Sa"", 'Thresh']"
red,4587889877,False,"['Poppy', 'Volibear', 'Fizz', 'Miss Fortune', 'Pyke']"
blue,4587319576,False,"['Riven', 'Master Yi', 'LeBlanc', 'Caitlyn', 'Zyra']"
red,4587319576,True,"['Garen', 'Zac', 'Galio', 'Vayne', 'Yuumi']"
blue,4587306766,False,"['Malphite', 'Master Yi', 'Taric', ""Kai'Sa"", 'Lulu']"
red,4587306766,True,"['Irelia', 'Shyvana', 'Sylas', 'Twitch', 'Yuumi']"
blue,4587058613,False,"['Vladimir', 'Lee Sin', 'Sett', ""Kai'Sa"", 'Soraka']"
red,4587058613,True,"['Fiora', ""Rek'Sai"", 'Kassadin', 'Aphelios', 'Yuumi']"
blue,4586990802,False,"['Darius', 'Rengar', 'Syndra', 'Miss Fortune', 'Yuumi']"
red,4586990802,True,"['Kled', 'Evelynn', 'Ekko', 'Draven', 'Janna']"
blue,4586454234,True,"['Aatrox', 'Zac', 'Syndra', ""Kog'Maw"", 'Lulu']"
red,4586454234,False,"['Vayne', 'Fiddlesticks', ""Vel'Koz"", 'Draven', 'Pyke']"
blue,4586298626,False,"['Fiora', ""Kha'Zix"", 'Orianna', 'Ezreal', 'Bard']"
red,4586298626,True,"['Sion', ""Rek'Sai"", 'Syndra', 'Draven', 'Yuumi']"
blue,4586301569,False,"['Sylas', 'Nunu & Willump', 'Zed', 'Morgana', 'Zyra']"
red,4586301569,True,"['Camille', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Zilean']"
blue,4585642342,False,"['Teemo', ""Kha'Zix"", 'Gangplank', 'Cassiopeia', 'Galio']"
red,4585642342,True,"['Sion', 'Graves', 'Sylas', 'Ezreal', 'Yuumi']"
blue,4584955811,False,"['Darius', 'Kayn', 'Ekko', 'Kalista', 'Leona']"
red,4584955811,True,"['Wukong', 'Jarvan IV', 'Katarina', ""Kai'Sa"", 'Yuumi']"
blue,4584840008,False,"['Kled', 'Graves', 'Veigar', 'Tristana', 'Thresh']"
red,4584840008,True,"['Darius', 'Zac', 'Rumble', 'Syndra', 'Pyke']"
blue,4583932582,False,"['Illaoi', 'Jarvan IV', 'Swain', 'Yasuo', 'Lulu']"
red,4583932582,True,"['Mordekaiser', 'Rengar', 'Azir', 'Tristana', 'Yuumi']"
blue,4583772770,False,"['Gangplank', 'Nidalee', ""Vel'Koz"", 'Miss Fortune', 'Lulu']"
red,4583772770,True,"[""Cho'Gath"", 'Ekko', 'Zed', 'Ziggs', 'Taric']"
blue,4583610503,False,"['Renekton', 'Jarvan IV', 'Syndra', ""Kog'Maw"", 'Lulu']"
red,4583610503,True,"['Irelia', 'Elise', 'Yasuo', 'Trundle', 'Senna']"
blue,4581591419,False,"['Irelia', 'Warwick', 'Mordekaiser', ""Kog'Maw"", 'Lulu']"
red,4581591419,True,"['Shen', 'Fiddlesticks', 'Zed', 'Varus', 'Morgana']"
blue,4581352536,False,"['Mordekaiser', 'Master Yi', 'Ziggs', 'Lucian', 'Taric']"
red,4581352536,True,"['Shen', 'Camille', 'Lissandra', 'Caitlyn', 'Morgana']"
blue,4580579056,True,"['Lucian', 'Lee Sin', 'Vladimir', ""Kai'Sa"", 'Yuumi']"
red,4580579056,False,"['Kennen', 'Graves', 'Yasuo', 'Ezreal', 'Rakan']"
blue,4580601322,False,"['Gragas', 'Nidalee', 'Zed', ""Kai'Sa"", 'Yuumi']"
red,4580601322,True,"['Maokai', 'Lee Sin', 'Sett', 'Heimerdinger', 'Morgana']"
