team,id,win,champions
blue,4635276559,True,"['Jax', 'Sejuani', 'Sylas', 'Ezreal', 'Yuumi']"
red,4635276559,False,"['Wukong', 'Zac', 'Cassiopeia', 'Soraka', 'Senna']"
blue,4526619080,False,"['Tryndamere', 'Trundle', 'Zilean', 'Karma', 'Senna']"
red,4526619080,True,"['Gangplank', 'Sejuani', 'Orianna', 'Varus', 'Soraka']"
blue,4670606976,True,"['Lucian', 'Shyvana', 'Ornn', 'Ezreal', 'Karma']"
red,4670606976,False,"['Vladimir', 'Sett', 'Malphite', 'Aphelios', 'Bard']"
blue,4670501275,True,"['Jax', 'Shaco', 'Orianna', 'Aphelios', 'Yuumi']"
red,4670501275,False,"['Wukong', 'Graves', 'Syndra', 'Ezreal', 'Karma']"
blue,4635591859,True,"['Vladimir', 'Taric', 'Orianna', 'Varus', 'Senna']"
red,4635591859,False,"['Maokai', 'Graves', 'Sylas', 'Ezreal', 'Karma']"
blue,4487205341,True,"['Ornn', 'Gragas', 'Twisted Fate', 'Xayah', 'Rakan']"
red,4487205341,False,"['Twitch', 'Zac', 'Ekko', ""Kai'Sa"", 'Xerath']"
blue,4456734961,True,"['Trundle', 'Zac', ""Vel'Koz"", 'Aphelios', 'Pyke']"
red,4456734961,False,"['Vayne', 'Olaf', 'Ezreal', 'Cassiopeia', 'Maokai']"
blue,4454684376,True,"['Maokai', 'Trundle', 'Lissandra', 'Tahm Kench', 'Senna']"
red,4454684376,False,"['Vladimir', 'Nocturne', 'Gangplank', 'Miss Fortune', 'Bard']"
blue,4523869551,True,"['Irelia', 'Karthus', 'Azir', 'Miss Fortune', 'Thresh']"
red,4523869551,False,"['Maokai', 'Olaf', 'Kalista', 'Taliyah', 'Sett']"
blue,4454639346,False,"['Volibear', 'Shaco', 'Sett', 'Heimerdinger', 'Senna']"
red,4454639346,True,"['Renekton', 'Sejuani', 'Cassiopeia', 'Varus', 'Thresh']"
blue,4670475137,False,"['Mordekaiser', 'Lee Sin', 'Kassadin', 'Aphelios', 'Karma']"
red,4670475137,True,"['Darius', 'Graves', 'Fiddlesticks', 'Xerath', 'Senna']"
blue,4456836713,True,"['Rammus', 'Nidalee', 'Garen', 'Caitlyn', 'Karma']"
red,4456836713,False,"['Mordekaiser', 'Olaf', 'LeBlanc', 'Sivir', 'Blitzcrank']"
blue,4435614803,False,"['Jax', 'Trundle', 'Syndra', 'Miss Fortune', 'Thresh']"
red,4435614803,True,"['Gangplank', 'Sejuani', 'Zoe', 'Tahm Kench', 'Senna']"
blue,4633463557,True,"['Akali', 'Kindred', 'Annie', 'Tristana', 'Yuumi']"
red,4633463557,False,"['Urgot', 'Jarvan IV', 'Syndra', 'Miss Fortune', 'Leona']"
blue,4633334642,True,"['Ornn', 'Rengar', 'Corki', ""Kai'Sa"", 'Lulu']"
red,4633334642,False,"['Fiora', 'Graves', 'Galio', 'Aphelios', 'Karma']"
blue,4671913124,True,"['Nasus', 'Karthus', 'Irelia', 'Ashe', 'Senna']"
red,4671913124,False,"['Maokai', 'Graves', 'Corki', 'Ezreal', 'Leona']"
blue,4490049475,True,"['Wukong', 'Jarvan IV', 'Zoe', 'Miss Fortune', 'Leona']"
red,4490049475,False,"['Gragas', 'Nidalee', 'Aatrox', 'Pyke', 'Yuumi']"
blue,4487471927,False,"['Volibear', 'Zac', 'Sylas', ""Kai'Sa"", 'Bard']"
red,4487471927,True,"['Renekton', 'Lee Sin', 'Kassadin', 'Syndra', 'Thresh']"
blue,4702989987,True,"['Wukong', 'Karthus', 'Zed', 'Ashe', 'Sett']"
red,4702989987,False,"['Malphite', 'Trundle', ""Kog'Maw"", 'Aphelios', 'Bard']"
blue,4671787743,True,"['Warwick', ""Kha'Zix"", 'Karthus', 'Aphelios', 'Nami']"
red,4671787743,False,"['Rammus', 'Trundle', 'Karma', 'Ezreal', 'Soraka']"
blue,4589222225,False,"['Quinn', 'Lee Sin', 'Orianna', 'Pyke', 'Taric']"
red,4589222225,True,"['Malphite', 'Sylas', 'Pantheon', 'Vayne', 'Janna']"
blue,4588840889,True,"['Jax', 'Kayn', 'Galio', 'Ezreal', 'Yuumi']"
red,4588840889,False,"['Gnar', 'Master Yi', 'Katarina', 'Aphelios', 'Lulu']"
blue,4523991781,True,"['Quinn', ""Rek'Sai"", 'Orianna', 'Draven', 'Janna']"
red,4523991781,False,"['Renekton', 'Shyvana', 'Cassiopeia', ""Kai'Sa"", 'Karma']"
blue,4704535184,True,"['Ornn', 'Trundle', 'Twisted Fate', 'Kalista', 'Thresh']"
red,4704535184,False,"['Sett', 'Sejuani', 'Pantheon', 'Ashe', 'Xerath']"
blue,4704410842,False,"['Irelia', 'Graves', 'Sylas', 'Aphelios', 'Alistar']"
red,4704410842,True,"['Garen', 'Trundle', 'Akali', ""Kog'Maw"", 'Karma']"
blue,4703091908,False,"['Mordekaiser', 'Olaf', 'Diana', 'Ezreal', 'Yuumi']"
red,4703091908,True,"['Soraka', 'Trundle', 'Yasuo', 'Tristana', 'Thresh']"
blue,4670458355,True,"['Kalista', 'Lee Sin', 'Yasuo', ""Cho'Gath"", 'Swain']"
red,4670458355,False,"['Volibear', 'Ekko', 'Zed', 'Aphelios', 'Thresh']"
blue,4670525351,False,"['Wukong', 'Graves', 'Ryze', 'Aphelios', 'Blitzcrank']"
red,4670525351,True,"['Renekton', 'Evelynn', ""Vel'Koz"", 'Tristana', 'Lulu']"
blue,4670417823,True,"['Renekton', 'Shyvana', 'Varus', 'Ezreal', 'Braum']"
red,4670417823,False,"['Mordekaiser', 'Lee Sin', 'Twisted Fate', 'Twitch', 'Yuumi']"
blue,4454539682,False,"['Irelia', 'Sylas', 'Vladimir', 'Tahm Kench', 'Senna']"
red,4454539682,True,"['Ornn', 'Trundle', 'Veigar', 'Vayne', 'Leona']"
blue,4704435346,False,"['Volibear', 'Fiddlesticks', 'Camille', 'Wukong', 'Senna']"
red,4704435346,True,"['Malphite', 'Elise', 'Yasuo', 'Ezreal', 'Nami']"
blue,4703129482,False,"['Wukong', 'Shyvana', ""Vel'Koz"", 'Ezreal', 'Leona']"
red,4703129482,True,"['Malphite', ""Kha'Zix"", 'Azir', ""Kog'Maw"", 'Lulu']"
blue,4633550968,True,"['Camille', 'Lee Sin', 'Corki', 'Aphelios', 'Sett']"
red,4633550968,False,"['Gangplank', 'Jarvan IV', 'Ahri', 'Caitlyn', 'Thresh']"
blue,4589210518,True,"['Fiora', 'Trundle', 'Ziggs', 'Sivir', 'Swain']"
red,4589210518,False,"['Kennen', 'Graves', 'Irelia', 'Ezreal', 'Blitzcrank']"
blue,4588887818,False,"['Kassadin', 'Kayn', 'Syndra', 'Caitlyn', 'Sett']"
red,4588887818,True,"['Gnar', 'Elise', 'Yasuo', 'Ashe', 'Taric']"
blue,4672136865,False,"[""Cho'Gath"", 'Nidalee', 'Viktor', 'Sivir', 'Janna']"
red,4672136865,True,"['Volibear', 'Trundle', 'Corki', 'Ezreal', 'Pyke']"
blue,4671977523,False,"['Illaoi', 'Graves', 'Cassiopeia', 'Vayne', 'Yuumi']"
red,4671977523,True,"['Maokai', 'Camille', 'Akali', 'Ezreal', 'Sona']"
blue,4487378816,True,"['Kled', 'Sejuani', 'Ryze', 'Miss Fortune', 'Morgana']"
red,4487378816,False,"['Pantheon', 'Olaf', 'Viktor', 'Caitlyn', 'Nautilus']"
blue,4704633634,False,"['Graves', 'Rammus', 'Zed', 'Syndra', 'Thresh']"
red,4704633634,True,"['Volibear', ""Rek'Sai"", 'Zoe', 'Morgana', 'Senna']"
blue,4704525313,True,"['Kennen', 'Volibear', 'Qiyana', 'Ashe', 'Sona']"
red,4704525313,False,"['Nasus', 'Shyvana', 'Lulu', 'Aphelios', 'Thresh']"
blue,4704504552,False,"['Dr. Mundo', ""Kha'Zix"", 'Viktor', 'Ezreal', 'Leona']"
red,4704504552,True,"['Sett', 'Lee Sin', 'Syndra', 'Taliyah', 'Blitzcrank']"
blue,4635359797,True,"['Jax', 'Trundle', 'Ekko', 'Miss Fortune', 'Leona']"
red,4635359797,False,"['Aatrox', 'Lee Sin', 'Corki', 'Caitlyn', 'Morgana']"
blue,4591418411,False,"['Ornn', 'Sejuani', 'Viktor', 'Ezreal', 'Braum']"
red,4591418411,True,"['Aatrox', 'Ekko', 'Diana', 'Aphelios', 'Galio']"
blue,4670581572,True,"['Camille', 'Ekko', 'Ezreal', 'Irelia', 'Yuumi']"
red,4670581572,False,"['Shen', 'Olaf', 'Yasuo', 'Ziggs', 'Senna']"
blue,4454730817,False,"['Aatrox', 'Jarvan IV', 'Kassadin', 'Syndra', 'Senna']"
red,4454730817,True,"['Ziggs', 'Fiddlesticks', 'Camille', 'Ekko', 'Leona']"
blue,4454579444,True,"['Malphite', 'Gragas', 'Yasuo', 'Heimerdinger', 'Senna']"
red,4454579444,False,"['Vladimir', 'Ekko', 'Irelia', 'Kalista', 'Nautilus']"
blue,4635471801,False,"['Sett', 'Kayn', 'Viktor', 'Kalista', 'Thresh']"
red,4635471801,True,"['Maokai', 'Olaf', 'Akali', 'Ezreal', 'Janna']"
blue,4670457525,True,"['Camille', ""Rek'Sai"", 'Zilean', 'Draven', 'Zyra']"
red,4670457525,False,"['Volibear', 'Elise', 'Qiyana', 'Ziggs', 'Yuumi']"
blue,4434138887,True,"['Ornn', 'Jarvan IV', 'Yasuo', 'Ziggs', 'Leona']"
red,4434138887,False,"['Sett', ""Kha'Zix"", 'Azir', 'Aphelios', 'Braum']"
blue,4434077202,True,"['Sett', 'Xin Zhao', 'Syndra', 'Aphelios', 'Senna']"
red,4434077202,False,"['Tristana', 'Jarvan IV', 'Galio', 'Caitlyn', 'Zilean']"
blue,4633362683,False,"['Mordekaiser', 'Kayn', 'Fizz', ""Kai'Sa"", 'Karma']"
red,4633362683,True,"['Fiora', 'Trundle', 'Galio', ""Kog'Maw"", 'Lulu']"
blue,4633216029,True,"['Ornn', 'Sett', 'Diana', ""Kai'Sa"", 'Lulu']"
red,4633216029,False,"['Akali', 'Kayn', 'Mordekaiser', ""Cho'Gath"", 'Senna']"
blue,4588807576,True,"['Rumble', 'Zac', 'Kalista', 'Varus', 'Taric']"
red,4588807576,False,"['Cassiopeia', 'Trundle', 'Syndra', 'Xayah', 'Lulu']"
blue,4670497290,True,"['Sett', 'Hecarim', 'Tristana', 'Cassiopeia', 'Maokai']"
red,4670497290,False,"['Vladimir', 'Zac', 'Talon', 'Draven', 'Lulu']"
blue,4670460449,False,"['Gnar', 'Kindred', 'Ryze', 'Varus', 'Thresh']"
red,4670460449,True,"['Mordekaiser', 'Shyvana', 'Sett', 'Wukong', 'Senna']"
blue,4434249898,True,"['Gnar', 'Kindred', 'Azir', 'Aphelios', 'Xerath']"
red,4434249898,False,"['Vladimir', 'Zac', 'Tristana', 'Syndra', 'Taric']"
blue,4434188506,True,"['Sett', 'Olaf', 'Sylas', 'Varus', 'Taric']"
red,4434188506,False,"['Ornn', 'Lee Sin', 'Diana', 'Caitlyn', 'Braum']"
blue,4434208279,False,"['Vladimir', 'Sejuani', 'Ornn', 'Miss Fortune', 'Poppy']"
red,4434208279,True,"['Zac', 'Jarvan IV', 'Ryze', 'Kalista', 'Nautilus']"
blue,4635247969,False,"['Olaf', 'Graves', 'Sylas', 'Kalista', 'Karma']"
red,4635247969,True,"['Sett', 'Gragas', 'Akali', 'Aphelios', 'Zilean']"
blue,4456735007,False,"['Ornn', 'Jarvan IV', 'LeBlanc', 'Tahm Kench', 'Senna']"
red,4456735007,True,"['Maokai', 'Olaf', 'Cassiopeia', 'Ezreal', 'Yuumi']"
blue,4633214295,False,"['Sylas', 'Kayn', 'Ziggs', ""Kai'Sa"", 'Nautilus']"
red,4633214295,True,"['Kassadin', 'Trundle', 'Vladimir', 'Kalista', 'Thresh']"
blue,4526668240,False,"['Yorick', ""Kha'Zix"", 'Malzahar', 'Vayne', 'Lulu']"
red,4526668240,True,"['Fiora', 'Olaf', 'Cassiopeia', 'Draven', 'Thresh']"
blue,4672091551,True,"['Volibear', 'Lee Sin', 'Zoe', 'Xayah', 'Pyke']"
red,4672091551,False,"['Gragas', 'Ekko', 'Yasuo', 'Sivir', 'Yuumi']"
blue,4670663108,True,"['Vladimir', 'Ekko', 'Riven', 'Aphelios', 'Nami']"
red,4670663108,False,"['Malphite', 'Wukong', 'Akali', 'Ezreal', 'Karma']"
blue,4670497782,True,"['Volibear', 'Lee Sin', 'Kassadin', 'Kalista', 'Sett']"
red,4670497782,False,"['Wukong', 'Olaf', 'Orianna', 'Ezreal', 'Nami']"
blue,4435635409,True,"['Sett', 'Olaf', 'LeBlanc', 'Xayah', 'Rakan']"
red,4435635409,False,"['Aatrox', 'Jarvan IV', 'Lux', 'Varus', 'Leona']"
blue,4524041443,False,"['Renekton', 'Elise', 'Xerath', 'Aphelios', 'Yuumi']"
red,4524041443,True,"['Volibear', 'Olaf', 'LeBlanc', 'Nautilus', 'Senna']"
blue,4456847595,False,"['Jax', 'Amumu', 'Corki', 'Lucian', 'Bard']"
red,4456847595,True,"['Malphite', 'Nasus', 'Viktor', 'Xayah', 'Rakan']"
blue,4435586078,True,"['Ornn', ""Rek'Sai"", 'Orianna', 'Ezreal', 'Yuumi']"
red,4435586078,False,"['Sett', 'Nidalee', 'Xerath', 'Leona', 'Senna']"
blue,4434038927,True,"['Jax', 'Taliyah', 'Pantheon', 'Aphelios', 'Tahm Kench']"
red,4434038927,False,"['Mordekaiser', 'Olaf', 'Vladimir', 'Vayne', 'Nautilus']"
blue,4591227931,True,"['Wukong', ""Kha'Zix"", 'Sylas', 'Varus', 'Lulu']"
red,4591227931,False,"['Aatrox', 'Skarner', 'Akali', 'Aphelios', 'Nautilus']"
blue,4526549789,False,"['Wukong', 'Zac', 'Syndra', 'Xayah', 'Lulu']"
red,4526549789,True,"['Mordekaiser', 'Sejuani', 'Diana', 'Miss Fortune', 'Bard']"
blue,4456971947,True,"['Shen', 'Ekko', 'Sylas', 'Vayne', 'Pyke']"
red,4456971947,False,"['Kayle', 'Elise', 'Pantheon', 'Tahm Kench', 'Senna']"
blue,4633341248,False,"['Mordekaiser', 'Graves', 'Twisted Fate', 'Vayne', 'Lulu']"
red,4633341248,True,"['Malphite', 'Kindred', 'Syndra', 'Draven', 'Thresh']"
blue,4588687790,True,"['Ornn', 'Sejuani', 'Syndra', 'Draven', 'Nautilus']"
red,4588687790,False,"['Shen', 'Gragas', 'Sivir', 'Varus', 'Braum']"
blue,4703184765,True,"['Vladimir', 'Graves', 'Volibear', 'Aphelios', 'Lulu']"
red,4703184765,False,"['Mordekaiser', 'Nocturne', 'Cassiopeia', 'Ashe', 'Karma']"
blue,4633424090,True,"['Aatrox', ""Rek'Sai"", 'Veigar', 'Varus', 'Karma']"
red,4633424090,False,"['Ornn', 'Lee Sin', 'Kassadin', 'Sivir', 'Janna']"
blue,4633275324,True,"['Renekton', 'Gragas', ""Cho'Gath"", 'Vayne', 'Lulu']"
red,4633275324,False,"['Malphite', 'Zac', 'Taliyah', 'Tristana', 'Yuumi']"
blue,4524139769,False,"['Ornn', 'Shyvana', 'Sylas', 'Caitlyn', 'Bard']"
red,4524139769,True,"['Darius', 'Lee Sin', 'Kassadin', 'Kalista', 'Janna']"
blue,4435694420,False,"['Renekton', 'Sylas', 'Cassiopeia', 'Xayah', 'Nautilus']"
red,4435694420,True,"['Ornn', 'Karthus', 'Varus', 'Maokai', 'Senna']"
blue,4435578367,False,"['Gnar', 'Ornn', 'Lux', 'Miss Fortune', 'Zyra']"
red,4435578367,True,"['Camille', 'Taliyah', 'Syndra', 'Aphelios', 'Braum']"
blue,4435477473,False,"['Soraka', 'Ivern', 'Zoe', 'Jinx', 'Thresh']"
red,4435477473,True,"['Qiyana', 'Jarvan IV', 'Veigar', 'Caitlyn', 'Leona']"
blue,4635512590,True,"['Shen', 'Jarvan IV', 'Galio', 'Varus', 'Lux']"
red,4635512590,False,"['Fiora', 'Kindred', 'Diana', 'Ezreal', 'Janna']"
blue,4635305066,True,"['Sett', 'Elise', 'Sejuani', 'Varus', 'Bard']"
red,4635305066,False,"['Camille', 'Lee Sin', 'Vladimir', 'Caitlyn', 'Janna']"
blue,4633441111,True,"['Volibear', 'Vayne', 'Corki', 'Sett', 'Bard']"
red,4633441111,False,"['Renekton', 'Elise', 'Syndra', 'Lucian', 'Leona']"
blue,4670622562,True,"['Ornn', 'Trundle', 'Diana', 'Miss Fortune', 'Thresh']"
red,4670622562,False,"['Kayle', 'Jarvan IV', 'Ekko', 'Kalista', 'Maokai']"
blue,4670514542,True,"['Jayce', 'Trundle', 'Zoe', 'Aphelios', 'Lulu']"
red,4670514542,False,"['Aatrox', 'Volibear', 'Azir', 'Cassiopeia', 'Thresh']"
blue,4672074216,True,"['Ornn', 'Hecarim', 'Fizz', 'Aphelios', 'Lulu']"
red,4672074216,False,"['Fiora', 'Trundle', 'Syndra', 'Wukong', 'Senna']"
blue,4671826895,True,"['Jax', 'Rammus', 'Corki', 'Varus', 'Gragas']"
red,4671826895,False,"['Volibear', 'Kayn', 'Orianna', ""Kog'Maw"", 'Lulu']"
blue,4671817007,True,"['Malphite', 'Nunu & Willump', 'Orianna', 'Ezreal', 'Bard']"
red,4671817007,False,"['Sett', 'Graves', 'Azir', ""Kai'Sa"", 'Karma']"
blue,4524113311,False,"['Wukong', 'Olaf', 'Akali', 'Taric', 'Sona']"
red,4524113311,True,"['Gangplank', 'Lee Sin', 'Ahri', 'Tristana', 'Yuumi']"
blue,4454774061,False,"['Jax', 'Lee Sin', 'LeBlanc', 'Caitlyn', 'Pyke']"
red,4454774061,True,"['Karma', 'Jarvan IV', 'Syndra', 'Varus', 'Braum']"
blue,4671789229,False,"['Sett', 'Wukong', 'Vladimir', 'Aphelios', 'Bard']"
red,4671789229,True,"['Garen', 'Zac', 'Orianna', 'Varus', 'Thresh']"
blue,4526577389,True,"['Yorick', 'Wukong', 'Syndra', 'Lucian', 'Nami']"
red,4526577389,False,"['Mordekaiser', 'Lee Sin', 'Akali', 'Caitlyn', 'Thresh']"
blue,4635488379,True,"['Irelia', ""Rek'Sai"", 'LeBlanc', 'Aphelios', 'Leona']"
red,4635488379,False,"['Fiora', 'Lee Sin', 'Corki', 'Jinx', 'Sett']"
blue,4672122413,True,"['Vayne', 'Nidalee', 'Sett', 'Karma', 'Senna']"
red,4672122413,False,"['Maokai', 'Graves', 'Vladimir', 'Ezreal', 'Lulu']"
blue,4456951946,True,"['Maokai', 'Ivern', 'Pantheon', 'Miss Fortune', 'Nautilus']"
red,4456951946,False,"['Kalista', 'Lee Sin', 'Mordekaiser', 'Ornn', 'Pyke']"
blue,4456779887,False,"['Kayle', 'Kindred', 'Irelia', 'Miss Fortune', 'Braum']"
red,4456779887,True,"['Lucian', 'Karthus', 'Fiora', 'Xayah', 'Rakan']"
blue,4591376696,True,"['Sylas', 'Graves', 'Corki', 'Jinx', 'Pyke']"
red,4591376696,False,"['Renekton', 'Kayn', 'Mordekaiser', 'Miss Fortune', 'Thresh']"
blue,4456912356,True,"['Ornn', 'Karthus', 'Cassiopeia', 'Ezreal', 'Yuumi']"
red,4456912356,False,"['Neeko', 'Olaf', 'Zed', 'Caitlyn', 'Nami']"
blue,4454598518,True,"['Ornn', 'Graves', 'Syndra', ""Kai'Sa"", 'Taric']"
red,4454598518,False,"['Irelia', 'Jarvan IV', 'Cassiopeia', 'Lucian', 'Leona']"
blue,4434246583,False,"['Cassiopeia', 'Evelynn', 'Nocturne', 'Lucian', 'Zyra']"
red,4434246583,True,"['Ryze', 'Ekko', 'Qiyana', 'Tahm Kench', 'Senna']"
blue,4434059276,True,"['Ornn', 'Lee Sin', 'Sylas', 'Yasuo', 'Alistar']"
red,4434059276,False,"['Mordekaiser', 'Jarvan IV', 'Diana', 'Ezreal', 'Leona']"
blue,4635391800,True,"['Ornn', 'Lee Sin', 'Orianna', 'Varus', 'Janna']"
red,4635391800,False,"['Mordekaiser', 'Trundle', 'Kassadin', 'Ezreal', 'Braum']"
blue,4454747479,False,"['Rengar', 'Skarner', 'Fizz', ""Kai'Sa"", 'Sett']"
red,4454747479,True,"['Kalista', 'Ornn', 'Zoe', 'Vayne', 'Yuumi']"
blue,4454550184,True,"['Lulu', ""Rek'Sai"", 'Corki', 'Miss Fortune', 'Zilean']"
red,4454550184,False,"['Yorick', 'Jarvan IV', 'Neeko', 'Aphelios', 'Braum']"
blue,4456744527,True,"['Poppy', 'Dr. Mundo', 'Vladimir', 'Vayne', 'Yuumi']"
red,4456744527,False,"['Shen', 'Ekko', 'Cassiopeia', 'Ezreal', 'Blitzcrank']"
blue,4489818475,False,"['Darius', ""Rek'Sai"", 'Azir', 'Varus', 'Janna']"
red,4489818475,True,"['Vayne', 'Trundle', 'Zed', ""Kai'Sa"", 'Nautilus']"
blue,4487407066,False,"['Darius', 'Warwick', 'Azir', 'Miss Fortune', 'Lulu']"
red,4487407066,True,"['Wukong', 'Pantheon', 'Zoe', 'Aphelios', 'Thresh']"
blue,4524101461,False,"['Malphite', 'Trundle', 'Lissandra', 'Volibear', 'Senna']"
red,4524101461,True,"['Karma', ""Kha'Zix"", 'Kassadin', 'Jax', 'Yuumi']"
blue,4523929403,False,"['Poppy', 'Kindred', 'Twisted Fate', 'Sivir', 'Yuumi']"
red,4523929403,True,"['Jayce', 'Karthus', 'Zoe', 'Volibear', 'Senna']"
blue,4454698375,False,"['Gangplank', 'Jarvan IV', 'Fizz', 'Caitlyn', 'Morgana']"
red,4454698375,True,"['Lucian', 'Olaf', 'Syndra', 'Sivir', 'Thresh']"
blue,4434240167,True,"['Viktor', 'Lee Sin', 'Ornn', 'Ezreal', 'Nautilus']"
red,4434240167,False,"['Aatrox', 'Trundle', ""Vel'Koz"", 'Vayne', 'Yuumi']"
blue,4434261033,False,"['Mordekaiser', 'Jarvan IV', 'Diana', 'Varus', 'Braum']"
red,4434261033,True,"['Ornn', 'Karthus', 'Kassadin', 'Ziggs', 'Trundle']"
blue,4670645804,True,"['Volibear', 'Warwick', 'Lissandra', 'Draven', 'Lulu']"
red,4670645804,False,"['Renekton', 'Jarvan IV', 'Orianna', 'Aphelios', 'Bard']"
blue,4526770904,False,"['Vladimir', 'Lee Sin', 'Sett', 'Yasuo', 'Azir']"
red,4526770904,True,"['Malphite', ""Rek'Sai"", 'Sylas', 'Miss Fortune', 'Nautilus']"
blue,4456737870,False,"['Sett', 'Elise', 'Graves', 'Aphelios', 'Soraka']"
red,4456737870,True,"['Renekton', 'Karthus', 'Irelia', 'Miss Fortune', 'Rakan']"
blue,4523963305,False,"['Sylas', 'Nidalee', 'Qiyana', 'Miss Fortune', 'Pyke']"
red,4523963305,True,"['Malphite', 'Jarvan IV', 'Vladimir', 'Varus', 'Lux']"
blue,4489968541,False,"['Sett', 'Evelynn', 'Zed', 'Caitlyn', 'Morgana']"
red,4489968541,True,"['Maokai', 'Jarvan IV', 'Lissandra', 'Miss Fortune', 'Karma']"
blue,4671945455,False,"['Ornn', 'Fiddlesticks', 'Karma', 'Aphelios', 'Galio']"
red,4671945455,True,"['Neeko', 'Elise', 'Sett', 'Xayah', 'Lulu']"
blue,4435693228,False,"['Akali', 'Lee Sin', 'Qiyana', 'Karthus', 'Nami']"
red,4435693228,True,"['Zac', 'Elise', 'Riven', 'Aphelios', 'Bard']"
blue,4435624082,False,"['Nautilus', 'Elise', 'Qiyana', 'Aphelios', 'Braum']"
red,4435624082,True,"['Fiora', 'Zac', 'Veigar', 'Yasuo', 'Pyke']"
blue,4633271700,True,"['Mordekaiser', 'Shyvana', 'Sylas', 'Lucian', 'Braum']"
red,4633271700,False,"['Kayle', 'Sett', 'Syndra', 'Tahm Kench', 'Senna']"
blue,4633204333,False,"['Aatrox', 'Olaf', 'LeBlanc', ""Kog'Maw"", 'Lulu']"
red,4633204333,True,"['Shen', 'Graves', 'Malzahar', 'Ezreal', 'Yuumi']"
blue,4703168608,True,"['Gangplank', 'Wukong', 'Zoe', ""Kog'Maw"", 'Lulu']"
red,4703168608,False,"['Tryndamere', 'Shyvana', 'Irelia', 'Caitlyn', 'Lux']"
blue,4703054614,False,"['Irelia', 'Volibear', 'Zoe', 'Draven', 'Yuumi']"
red,4703054614,True,"['Aatrox', 'Kayn', 'Twisted Fate', 'Ezreal', 'Bard']"
blue,4526604043,False,"['Ornn', 'Gragas', 'Yasuo', 'Miss Fortune', 'Janna']"
red,4526604043,True,"['Fiora', 'Ekko', 'Wukong', ""Kog'Maw"", 'Lulu']"
