team,id,win,champions,champion_ids
blue,4643445371,False,"['Sett', 'Warwick', 'Zoe', 'Cassiopeia', 'Nautilus']","[102, 136, 147, 17, 79]"
red,4643445371,True,"['Gragas', 'Taliyah', 'Yasuo', 'Aphelios', 'Blitzcrank']","[35, 116, 140, 7, 12]"
red,4635847639,True,"['Gangplank', 'Nidalee', 'Xerath', 'Sett', 'Senna']","[32, 81, 138, 102, 101]"
blue,4623914467,False,"['Lucian', 'Olaf', 'Galio', 'Caitlyn', 'Brand']","[66, 84, 31, 15, 13]"
red,4623914467,True,"['Camille', 'Shaco', 'Ekko', 'Vayne', 'Lulu']","[16, 103, 24, 129, 67]"
blue,4617935421,False,"['Camille', 'Elise', 'Taliyah', 'Ezreal', 'Shaco']","[16, 25, 116, 27, 103]"
red,4617935421,True,"['Renekton', 'Udyr', 'Kassadin', ""Kai'Sa"", 'Rakan']","[95, 126, 52, 48, 92]"
blue,4613789746,False,"['Malphite', 'Karthus', 'Ekko', 'Ezreal', 'Nautilus']","[69, 51, 24, 27, 79]"
red,4613789746,True,"['Nasus', 'Graves', 'Pantheon', 'Viktor', 'Yuumi']","[78, 36, 87, 133, 142]"
red,4606437381,False,"['Mordekaiser', 'Olaf', 'Syndra', 'Ezreal', 'Yuumi']","[75, 84, 114, 27, 142]"
blue,4602828001,False,"['Cassiopeia', 'Evelynn', 'Pyke', 'Varus', 'Karma']","[17, 26, 89, 128, 50]"
red,4602828001,True,"['Camille', 'Karthus', 'Irelia', 'Sivir', 'Yuumi']","[16, 51, 40, 108, 142]"
blue,4600514789,True,"['Nasus', 'Sylas', 'Galio', 'Miss Fortune', 'Yuumi']","[78, 113, 31, 73, 142]"
red,4600514789,False,"['Malphite', 'Zac', 'Ezreal', 'Vayne', 'Lulu']","[69, 143, 27, 129, 67]"
blue,4595923545,False,"['Camille', ""Kha'Zix"", 'Azir', 'Aphelios', 'Zilean']","[16, 57, 10, 7, 146]"
red,4595923545,True,"['Vladimir', 'Sett', 'Sylas', 'Ezreal', 'Sona']","[134, 102, 113, 27, 110]"
blue,4583134270,True,"['Riven', 'Zac', 'Kayle', 'Maokai', 'Senna']","[97, 143, 54, 71, 101]"
red,4583134270,False,"['Lucian', 'Graves', 'Kassadin', 'Miss Fortune', 'Sett']","[66, 36, 52, 73, 102]"
blue,4578874955,True,"['Darius', 'Sett', 'Yorick', 'Ezreal', 'Sona']","[20, 102, 141, 27, 110]"
red,4578874955,False,"['Maokai', 'Ekko', 'Lulu', 'Draven', 'Braum']","[71, 24, 67, 22, 14]"
red,4576670010,True,"['Vladimir', ""Rek'Sai"", 'Tristana', 'Yasuo', 'Bard']","[134, 94, 121, 140, 11]"
blue,4569656652,True,"['Annie', 'Lee Sin', 'Irelia', 'Maokai', 'Senna']","[6, 62, 40, 71, 101]"
red,4569656652,False,"['Camille', 'Sylas', 'Qiyana', 'Vayne', 'Lulu']","[16, 113, 90, 129, 67]"
blue,4567391885,False,"['Morgana', 'Twitch', 'Zoe', 'Vayne', 'Lulu']","[76, 125, 147, 129, 67]"
red,4562919904,True,"['Riven', 'Graves', 'Fizz', 'LeBlanc', 'Senna']","[97, 36, 30, 61, 101]"
blue,4560838322,True,"['Aatrox', ""Rek'Sai"", 'Cassiopeia', 'Kalista', 'Sett']","[0, 94, 17, 49, 102]"
red,4560838322,False,"['Fiora', 'Zac', ""Vel'Koz"", 'Miss Fortune', 'Lux']","[29, 143, 131, 73, 68]"
red,4558218257,True,"['Talon', 'Wukong', 'Zed', 'Ziggs', 'Yuumi']","[117, 74, 144, 145, 142]"
blue,4553619822,True,"['Fiora', 'Evelynn', 'Veigar', 'Tristana', 'Yuumi']","[29, 26, 130, 121, 142]"
blue,4520035258,False,"['Shen', 'Ekko', 'Wukong', 'Kalista', 'Nautilus']","[104, 24, 74, 49, 79]"
blue,4519869638,True,"['Sylas', 'Sett', 'Mordekaiser', 'Xerath', 'Ashe']","[113, 102, 75, 138, 8]"
red,4519869638,False,"['Kalista', ""Rek'Sai"", 'Yasuo', 'Ziggs', 'Thresh']","[49, 94, 140, 145, 120]"
blue,4517954685,False,"['Jayce', 'Shyvana', 'Sett', 'Brand', 'Taric']","[45, 105, 102, 13, 118]"
red,4517954685,True,"['Cassiopeia', 'Skarner', 'Renekton', 'Xerath', 'Ashe']","[17, 109, 95, 138, 8]"
blue,4517776491,True,"['Camille', 'Wukong', 'Neeko', 'Xerath', 'Ashe']","[16, 74, 80, 138, 8]"
blue,4517762116,False,"['Jax', 'Karthus', 'Syndra', ""Kai'Sa"", 'Camille']","[44, 51, 114, 48, 16]"
red,4517762116,True,"['Illaoi', 'Rengar', 'Cassiopeia', 'Ezreal', 'Pyke']","[39, 96, 17, 27, 89]"
blue,4517486841,True,"['Poppy', 'Nunu & Willump', 'Twisted Fate', 'Vayne', 'Lux']","[88, 83, 124, 129, 68]"
red,4517486841,False,"['Lucian', 'Ekko', 'Diana', 'Tristana', 'Taric']","[66, 24, 21, 121, 118]"
red,4516387872,False,"['Gangplank', 'Ekko', 'Kassadin', 'Vayne', 'Yuumi']","[32, 24, 52, 129, 142]"
blue,4515911667,True,"['Jax', 'Jarvan IV', 'Ekko', 'Cassiopeia', 'Yuumi']","[44, 43, 24, 17, 142]"
blue,4515691372,False,"['Wukong', 'Shaco', 'Ekko', 'Lucian', 'Janna']","[74, 103, 24, 66, 42]"
blue,4515653081,True,"['Irelia', 'Sejuani', 'Diana', 'Xerath', 'Ashe']","[40, 100, 21, 138, 8]"
red,4515653081,False,"['Fiora', ""Kha'Zix"", 'Zed', 'Draven', 'Janna']","[29, 57, 144, 22, 42]"
blue,4515178252,False,"['Darius', 'Sejuani', 'Gangplank', 'Neeko', 'Taliyah']","[20, 100, 32, 80, 116]"
red,4515178252,True,"['Shen', 'Rengar', 'Anivia', 'Xayah', 'Rakan']","[104, 96, 5, 137, 92]"
blue,4515193471,False,"['Quinn', 'Sejuani', 'Qiyana', 'Neeko', 'Taliyah']","[91, 100, 90, 80, 116]"
red,4515193471,True,"['Darius', 'Ekko', 'Annie', 'Zoe', 'Senna']","[20, 24, 6, 147, 101]"
blue,4514809732,False,"['Shen', 'Elise', 'Yasuo', 'Tahm Kench', 'Senna']","[104, 25, 140, 115, 101]"
red,4514809732,True,"['Warwick', ""Kha'Zix"", 'Azir', 'Ezreal', 'Sett']","[136, 57, 10, 27, 102]"
blue,4514826109,True,"['Jax', 'Sylas', 'LeBlanc', 'Kalista', 'Thresh']","[44, 113, 61, 49, 120]"
blue,4513575546,False,"['Trundle', 'Elise', 'Sylas', 'Tahm Kench', 'Senna']","[122, 25, 113, 115, 101]"
red,4513575546,True,"['Maokai', 'Rengar', 'Vladimir', 'Varus', 'Zyra']","[71, 96, 134, 128, 148]"
blue,4513245442,False,"['Akali', 'Xin Zhao', 'Yasuo', 'Varus', 'Lux']","[2, 139, 140, 128, 68]"
red,4513245442,True,"['Jayce', 'Nunu & Willump', 'Zed', 'Ziggs', 'Yuumi']","[45, 83, 144, 145, 142]"
red,4512467621,True,"['Camille', 'Shaco', 'Sylas', 'Ziggs', 'Rakan']","[16, 103, 113, 145, 92]"
blue,4512345819,False,"['Gangplank', 'Lee Sin', 'Kassadin', 'Aphelios', 'Sona']","[32, 62, 52, 7, 110]"
red,4512345819,True,"['Renekton', 'Elise', 'Viktor', 'Ezreal', 'Morgana']","[95, 25, 133, 27, 76]"
red,4510982417,False,"['Camille', 'Shaco', 'Swain', 'Xerath', 'Nami']","[16, 103, 112, 138, 77]"
blue,4510916098,False,"['Aatrox', 'Nidalee', 'Kassadin', 'Rakan', 'Senna']","[0, 81, 52, 92, 101]"
red,4510916098,True,"['Renekton', 'Lee Sin', 'Diana', 'Lucian', 'Taric']","[95, 62, 21, 66, 118]"
blue,4510721946,False,"['Vladimir', 'Kindred', 'Ryze', ""Kai'Sa"", 'Sett']","[134, 58, 99, 48, 102]"
red,4510721946,True,"['Gnar', 'Jarvan IV', 'Cassiopeia', 'Varus', 'Thresh']","[34, 43, 17, 128, 120]"
blue,4491442651,True,"['Sion', ""Kha'Zix"", 'Neeko', 'Heimerdinger', 'Blitzcrank']","[107, 57, 80, 38, 12]"
red,4491363383,False,"['Sett', 'Jarvan IV', 'Diana', 'Xayah', 'Leona']","[102, 43, 21, 137, 63]"
blue,4489240767,False,"['Ornn', 'Karthus', 'Ryze', 'Sett', 'Ashe']","[86, 51, 99, 102, 8]"
red,4489240767,True,"['Kled', 'Zac', 'Cassiopeia', 'Vayne', 'Sona']","[59, 143, 17, 129, 110]"
red,4475807225,True,"['Garen', 'Rengar', 'Annie', 'Taliyah', 'Blitzcrank']","[33, 96, 6, 116, 12]"
blue,4475645681,False,"['Hecarim', 'Olaf', 'Azir', 'Lucian', 'Rakan']","[37, 84, 10, 66, 92]"
blue,4475475984,True,"['Irelia', 'Wukong', 'Galio', 'Ziggs', 'Lux']","[40, 74, 31, 145, 68]"
red,4475475984,False,"['Urgot', ""Rek'Sai"", 'Azir', 'Draven', 'Thresh']","[127, 94, 10, 22, 120]"
blue,4470605530,False,"['Wukong', 'Karthus', 'Master Yi', 'Tahm Kench', 'Senna']","[74, 51, 72, 115, 101]"
red,4470605530,True,"['Sett', ""Kha'Zix"", 'Vladimir', 'Ezreal', 'Bard']","[102, 57, 134, 27, 11]"
blue,4455472070,False,"['Kayle', 'Olaf', 'Ziggs', ""Kai'Sa"", 'Braum']","[54, 84, 145, 48, 14]"
red,4455472070,True,"['Maokai', 'Gragas', 'Cassiopeia', 'Kalista', 'Yuumi']","[71, 35, 17, 49, 142]"
blue,4449525978,False,"['Mordekaiser', 'Jarvan IV', 'Sett', 'Tristana', 'Pyke']","[75, 43, 102, 121, 89]"
red,4449525978,True,"['Irelia', 'Shyvana', 'Cassiopeia', 'Aphelios', 'Leona']","[40, 105, 17, 7, 63]"
blue,4449417540,False,"['Singed', 'Nidalee', 'Gangplank', 'Tristana', 'Blitzcrank']","[106, 81, 32, 121, 12]"
red,4449417540,True,"['Yorick', 'Lee Sin', 'Cassiopeia', 'Garen', 'Yuumi']","[141, 62, 17, 33, 142]"
blue,4449226352,True,"['Fiora', 'Elise', 'Kayle', 'Tahm Kench', 'Senna']","[29, 25, 54, 115, 101]"
blue,4449191566,False,"['Azir', 'Trundle', 'Zoe', 'Caitlyn', 'Soraka']","[10, 122, 147, 15, 111]"
blue,4448410728,True,"['Mordekaiser', 'Zac', 'Fizz', 'Garen', 'Yuumi']","[75, 143, 30, 33, 142]"
red,4448410728,False,"['Shen', ""Rek'Sai"", 'Cassiopeia', 'Vayne', 'Brand']","[104, 94, 17, 129, 13]"
blue,4448258968,False,"['Darius', 'Sejuani', 'Zoe', 'Garen', 'Yuumi']","[20, 100, 147, 33, 142]"
red,4448258968,True,"['Dr. Mundo', 'Trundle', 'Fizz', 'Tahm Kench', 'Senna']","[23, 122, 30, 115, 101]"
blue,4448302141,False,"['Shen', 'Rengar', 'LeBlanc', 'Jhin', 'Nautilus']","[104, 96, 61, 46, 79]"
red,4448302141,True,"['Tryndamere', 'Elise', 'Zoe', 'Garen', 'Yuumi']","[123, 25, 147, 33, 142]"
red,4448064059,False,"['Sett', 'Elise', 'Vladimir', 'Aphelios', 'Nami']","[102, 25, 134, 7, 77]"
blue,4447954505,False,"['Renekton', ""Kha'Zix"", 'Qiyana', 'Syndra', 'Ornn']","[95, 57, 90, 114, 86]"
blue,4447776845,True,"['Ornn', 'Lee Sin', 'Cassiopeia', 'Vayne', 'Nautilus']","[86, 62, 17, 129, 79]"
red,4447776845,False,"['Dr. Mundo', ""Rek'Sai"", 'Xerath', 'Volibear', 'Senna']","[23, 94, 138, 135, 101]"
blue,4447626809,True,"['Vladimir', 'Rengar', 'Karma', ""Kog'Maw"", 'Lulu']","[134, 96, 50, 60, 67]"
red,4447626809,False,"['Fiora', 'Lee Sin', 'Fizz', 'Senna', 'Morgana']","[29, 62, 30, 101, 76]"
red,4447610478,False,"['Aatrox', 'Nidalee', 'LeBlanc', 'Aphelios', 'Taric']","[0, 81, 61, 7, 118]"
red,4446852243,True,"['Ornn', 'Karthus', 'Zed', 'Garen', 'Yuumi']","[86, 51, 144, 33, 142]"
blue,4446756280,True,"['Darius', 'Gragas', 'Yasuo', 'Garen', 'Senna']","[20, 35, 140, 33, 101]"
red,4446756280,False,"['Camille', 'Poppy', 'Ekko', 'Xayah', 'Zac']","[16, 88, 24, 137, 143]"
red,4446075249,True,"['Karma', 'Ekko', 'Twisted Fate', 'Lucian', 'Thresh']","[50, 24, 124, 66, 120]"
red,4445989015,True,"['Camille', ""Kha'Zix"", 'Twisted Fate', ""Kai'Sa"", 'Yuumi']","[16, 57, 124, 48, 142]"
blue,4445944724,True,"['Garen', 'Gragas', 'Lux', 'Xayah', 'Rakan']","[33, 35, 68, 137, 92]"
red,4445944724,False,"['Talon', 'Ekko', 'Lucian', 'Jinx', 'Yuumi']","[117, 24, 66, 47, 142]"
blue,4445893919,True,"['Sett', 'Ekko', 'Cassiopeia', 'Kalista', 'Taric']","[102, 24, 17, 49, 118]"
blue,4445829378,True,"['Mordekaiser', 'Jarvan IV', 'Katarina', 'Jhin', 'Janna']","[75, 43, 53, 46, 42]"
red,4445829378,False,"['Tryndamere', 'Evelynn', 'Yasuo', 'Veigar', 'Yuumi']","[123, 26, 140, 130, 142]"
blue,4443060901,False,"['Jax', ""Kha'Zix"", 'Ornn', 'Aphelios', 'Thresh']","[44, 57, 86, 7, 120]"
red,4443060901,True,"['Aatrox', 'Karthus', 'Qiyana', 'Pyke', 'Senna']","[0, 51, 90, 89, 101]"
blue,4441696771,False,"['Gangplank', 'Kayn', 'Vladimir', 'Miss Fortune', 'Fiddlesticks']","[32, 55, 134, 73, 28]"
blue,4441661463,True,"['Rengar', 'Karthus', 'Anivia', 'Kalista', 'Nautilus']","[96, 51, 5, 49, 79]"
red,4441661463,False,"['Neeko', 'Zac', 'Irelia', 'Aphelios', 'Bard']","[80, 143, 40, 7, 11]"
blue,4441648164,True,"['Garen', 'Zac', 'Ekko', 'Karma', 'Senna']","[33, 143, 24, 50, 101]"
red,4441648164,False,"['Rengar', 'Elise', 'Zoe', 'Kalista', 'Lulu']","[96, 25, 147, 49, 67]"
blue,4440129989,True,"['Garen', ""Kha'Zix"", 'Vladimir', 'Aphelios', 'Senna']","[33, 57, 134, 7, 101]"
red,4440077567,True,"['Mordekaiser', 'Jarvan IV', 'Pantheon', ""Kai'Sa"", 'Lux']","[75, 43, 87, 48, 68]"
blue,4440103777,True,"['Camille', 'Jarvan IV', 'Yasuo', ""Kai'Sa"", 'Pyke']","[16, 43, 140, 48, 89]"
red,4440103777,False,"['Jax', 'Zac', 'Malzahar', 'Tahm Kench', 'Senna']","[44, 143, 70, 115, 101]"
blue,4440103221,True,"['Jax', 'Evelynn', 'Zed', 'Aphelios', 'Yuumi']","[44, 26, 144, 7, 142]"
red,4440103221,False,"['Camille', 'Nunu & Willump', 'Orianna', 'Varus', 'Blitzcrank']","[16, 83, 85, 128, 12]"
blue,4440092879,True,"['Mordekaiser', 'Rumble', 'Tryndamere', ""Kog'Maw"", 'Karma']","[75, 98, 123, 60, 50]"
red,4440092879,False,"['Darius', 'Ivern', 'Vladimir', 'Bard', 'Senna']","[20, 41, 134, 11, 101]"
blue,4438630996,False,"['Darius', 'Sylas', 'Zilean', 'Lucian', 'Xerath']","[20, 113, 146, 66, 138]"
blue,4438530581,True,"['Ryze', 'Rammus', 'Fizz', 'Vayne', 'Yuumi']","[99, 93, 30, 129, 142]"
red,4438530581,False,"['Gangplank', 'Shyvana', 'LeBlanc', 'Xayah', 'Rakan']","[32, 105, 61, 137, 92]"
blue,4435981954,False,"['Sylas', 'Shaco', 'Syndra', 'Lucian', 'Janna']","[113, 103, 114, 66, 42]"
red,4435932318,True,"['Aatrox', 'Olaf', 'Diana', 'Aphelios', 'Taric']","[0, 84, 21, 7, 118]"
blue,4435827635,False,"['Zac', 'Shaco', 'Fizz', 'Aphelios', 'Fiddlesticks']","[143, 103, 30, 7, 28]"
red,4435827635,True,"['Draven', 'Olaf', ""Cho'Gath"", 'Vayne', 'Janna']","[22, 84, 18, 129, 42]"
blue,4435835021,False,"['Irelia', 'Olaf', 'Twisted Fate', 'Aphelios', 'Taric']","[40, 84, 124, 7, 118]"
red,4435835021,True,"['Camille', 'Jarvan IV', 'Orianna', 'Ezreal', 'Janna']","[16, 43, 85, 27, 42]"
blue,4435761058,True,"['Mordekaiser', ""Kha'Zix"", 'Taliyah', 'Ezreal', 'Yuumi']","[75, 57, 116, 27, 142]"
red,4435761058,False,"['Sion', ""Rek'Sai"", 'Diana', 'Vayne', 'Bard']","[107, 94, 21, 129, 11]"
blue,4434575454,False,"['Ornn', 'Nidalee', 'Kassadin', 'Ezreal', 'LeBlanc']","[86, 81, 52, 27, 61]"
red,4434575454,True,"['Sett', 'Rengar', 'Diana', 'Yasuo', 'Braum']","[102, 96, 21, 140, 14]"
blue,4434622808,True,"['Dr. Mundo', 'Olaf', 'Diana', 'Vayne', 'Shaco']","[23, 84, 21, 129, 103]"
red,4434622808,False,"['Sett', 'Jarvan IV', 'Rumble', 'Sylas', 'Nautilus']","[102, 43, 98, 113, 79]"
red,4434553211,False,"['Renekton', 'Darius', 'Zed', 'Zoe', 'Morgana']","[95, 20, 144, 147, 76]"
red,4434397510,False,"['Yasuo', 'Zac', 'Anivia', 'Lucian', 'Pyke']","[140, 143, 5, 66, 89]"
blue,4434298150,False,"['Sett', 'Lee Sin', 'Ryze', 'Miss Fortune', 'Leona']","[102, 62, 99, 73, 63]"
red,4434298150,True,"['Kayle', ""Kha'Zix"", 'LeBlanc', 'Vayne', 'Thresh']","[54, 57, 61, 129, 120]"
blue,4433563795,True,"['Yasuo', 'Lee Sin', 'Orianna', 'Draven', 'Zilean']","[140, 62, 85, 22, 146]"
blue,4433409953,False,"['Renekton', ""Rek'Sai"", 'Ryze', 'Lucian', 'Bard']","[95, 94, 99, 66, 11]"
blue,4432805573,True,"['Fiora', 'Amumu', 'Qiyana', ""Vel'Koz"", 'Lux']","[29, 4, 90, 131, 68]"
blue,4432599561,False,"['Sylas', 'Zac', 'Diana', 'Jhin', 'Janna']","[113, 143, 21, 46, 42]"
blue,4431845977,False,"['Darius', 'Sejuani', ""Vel'Koz"", 'Vayne', 'Pyke']","[20, 100, 131, 129, 89]"
red,4431845977,True,"['Sett', 'Ekko', 'Syndra', 'Ezreal', 'Yuumi']","[102, 24, 114, 27, 142]"
blue,4430667511,False,"['Trundle', 'Karthus', 'Katarina', 'Ezreal', 'Soraka']","[122, 51, 53, 27, 111]"
red,4430667511,True,"['Mordekaiser', 'Warwick', 'Yasuo', 'Varus', 'Xerath']","[75, 136, 140, 128, 138]"
blue,4430252166,False,"['Sett', ""Kha'Zix"", 'Zilean', 'Caitlyn', 'Karma']","[102, 57, 146, 15, 50]"
blue,4430192096,False,"['Kennen', 'Graves', 'Sylas', 'Caitlyn', 'Nami']","[56, 36, 113, 15, 77]"
red,4430221069,True,"['Darius', ""Rek'Sai"", 'Diana', 'Vayne', 'Yuumi']","[20, 94, 21, 129, 142]"
blue,4430170391,False,"['Garen', 'Hecarim', 'Kassadin', 'Ezreal', 'Leona']","[33, 37, 52, 27, 63]"
red,4430170391,True,"['Ornn', 'Olaf', 'Cassiopeia', 'Miss Fortune', 'Lulu']","[86, 84, 17, 73, 67]"
blue,4430118948,False,"['Sion', 'Zac', 'Cassiopeia', 'Caitlyn', 'Lux']","[107, 143, 17, 15, 68]"
red,4430155313,True,"['Irelia', 'Ekko', 'Cassiopeia', 'Vayne', ""Vel'Koz""]","[40, 24, 17, 129, 131]"
blue,4429633749,False,"['Ornn', 'Amumu', 'Ahri', 'Twitch', 'Rakan']","[86, 4, 1, 125, 92]"
red,4429586241,True,"['Volibear', 'Trundle', ""Cho'Gath"", 'Draven', 'Pyke']","[135, 122, 18, 22, 89]"
blue,4429535648,False,"['Vladimir', ""Rek'Sai"", 'Viktor', 'Ezreal', 'Morgana']","[134, 94, 133, 27, 76]"
red,4429535648,True,"['Shen', 'Nidalee', 'Syndra', 'Sivir', 'Thresh']","[104, 81, 114, 108, 120]"
red,4428631239,False,"['Vladimir', 'Sejuani', 'Zed', 'Lucian', 'Nautilus']","[134, 100, 144, 66, 79]"
blue,4428183335,False,"['Gangplank', 'Diana', 'Kassadin', 'Wukong', 'Yuumi']","[32, 21, 52, 74, 142]"
red,4428183335,True,"['Poppy', ""Kha'Zix"", 'Sylas', 'Cassiopeia', 'Rakan']","[88, 57, 113, 17, 92]"
blue,4427060722,False,"['Zac', 'Olaf', 'Zoe', 'Vayne', 'Janna']","[143, 84, 147, 129, 42]"
red,4427060722,True,"['Tryndamere', 'Kayn', 'Viktor', 'Wukong', 'Yuumi']","[123, 55, 133, 74, 142]"
blue,4426933867,True,"['Ornn', ""Rek'Sai"", 'Zed', 'Caitlyn', 'Janna']","[86, 94, 144, 15, 42]"
red,4426933867,False,"['Kled', 'Jarvan IV', 'Cassiopeia', 'Wukong', 'Yuumi']","[59, 43, 17, 74, 142]"
blue,4426846127,False,"['Akali', 'Lee Sin', 'Zoe', 'Wukong', 'Yuumi']","[2, 62, 147, 74, 142]"
red,4426846127,True,"['Ornn', 'Nocturne', 'Azir', 'Tristana', 'Rakan']","[86, 82, 10, 121, 92]"
blue,4426563062,True,"['Mordekaiser', 'Kindred', 'Syndra', 'Wukong', 'Yuumi']","[75, 58, 114, 74, 142]"
red,4426563062,False,"['Sett', 'Rengar', 'Ryze', 'Jhin', 'Zyra']","[102, 96, 99, 46, 148]"
red,4426426904,True,"['Lucian', 'Shaco', 'Viktor', 'Wukong', 'Yuumi']","[66, 103, 133, 74, 142]"
red,4426413840,False,"['Fizz', 'Jarvan IV', 'Tristana', 'Veigar', 'Yuumi']","[30, 43, 121, 130, 142]"
blue,4425877991,False,"['Kled', ""Kha'Zix"", 'Kassadin', 'Wukong', 'Yuumi']","[59, 57, 52, 74, 142]"
red,4425877991,True,"['Gangplank', 'Nidalee', 'Twisted Fate', 'Kalista', 'Thresh']","[32, 81, 124, 49, 120]"
blue,4425895246,False,"['Poppy', ""Rek'Sai"", 'LeBlanc', 'Caitlyn', 'Morgana']","[88, 94, 61, 15, 76]"
red,4425895246,True,"['Gnar', 'Zac', 'Vladimir', 'Wukong', 'Yuumi']","[34, 143, 134, 74, 142]"
blue,4424747989,True,"['Poppy', 'Karthus', 'Qiyana', 'Senna', 'Blitzcrank']","[88, 51, 90, 101, 12]"
red,4424747989,False,"['Zac', 'Nocturne', 'Sylas', 'Sivir', 'Yuumi']","[143, 82, 113, 108, 142]"
blue,4424180247,True,"['Fiora', 'Karthus', 'Ryze', 'Yasuo', 'Janna']","[29, 51, 99, 140, 42]"
red,4424180247,False,"['Kayle', 'Sylas', 'Vladimir', 'Miss Fortune', 'Thresh']","[54, 113, 134, 73, 120]"
blue,4422869971,False,"['Jax', 'Taliyah', 'Sylas', 'Ashe', 'Lux']","[44, 116, 113, 8, 68]"
red,4422869971,True,"['Ornn', 'Elise', 'Zoe', 'Vayne', 'Nautilus']","[86, 25, 147, 129, 79]"
